Timestamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Sensor 20,Sensor 21,Sensor 22,Sensor 23,Sensor 24,Sensor 25,Sensor 26,Sensor 27,Sensor 28,Sensor 29,Sensor 30,Sensor 31,Sensor 32
2024-01-25 20:00:00,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:01,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:02,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:03,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:04,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:05,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:07,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:08,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:09,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:10,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:11,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:12,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:13,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:14,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:15,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:16,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
2024-01-25 20:00:17,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65,21.94,22.65
